Date,Team,Acquired,Relinquished,Notes
2023-09-16,Jaguars,,• Gregory Junior,placed on IR with hamstring injury
2023-09-16,Lions,,• Joshua Paschal / Josh Paschal,placed on IR with knee injury
2023-09-16,Lions,,• Khalil Dorsey,placed on IR with illness
2023-09-18,Cardinals,,• Budda Baker,placed on IR with hamstring injury
2023-09-18,Steelers,,• Anthony McFarland Jr.,placed on IR with knee injury
2023-09-18,Steelers,,• Diontae Johnson,placed on IR with hamstring injury
2023-09-19,Lions,,• Chauncey Gardner-Johnson / C.J. Gardner-Johnson,placed on IR with pectoral muscle injury
2023-09-19,Lions,,• James Houston,placed on IR with fractured ankle
2023-09-19,Panthers,,• Shaq Thompson,placed on IR with fractured fibula in right leg
2023-09-19,Ravens,,• Ar'Darius Washington,placed on IR with chest injury
2023-09-19,Vikings,,• Olisaemeka Udoh / Oli Udoh,placed on IR with torn quadriceps tendon
2023-09-19,Bengals,• Marvell Tell III,,activated from IR
2023-09-19,Browns,• Anthony Schwartz,,activated from IR
2023-09-19,Browns,• Thakarius Keyes / Ty Keyes / BoPete Keyes,,activated from IR
2023-09-19,Panthers,• Mac McCain III,,activated from IR
2023-09-20,Bears,,• Braxton Jones,placed on IR with neck injury
2023-09-20,Browns,,• Nick Chubb,placed on IR with left knee injury
2023-09-20,Buccaneers,,• Chase Edmonds,placed on IR with sprained MCL in knee
2023-09-20,Eagles,,• Avonte Maddox,placed on IR with torn pectoral muscle
2023-09-20,Seahawks,,• Mike Morris (Jr.),placed on IR with shoulder injury
2023-09-21,Vikings,,• Jalen Nailor,placed on IR with hamstring injury
2023-09-22,Patriots,,• Marcus Jones Jr.,placed on IR with torn labrum in shoulder
2023-09-22,Titans,,• Kearis Jackson,placed on IR with ankle injury
2023-09-22,Titans,,• Hassan Haskins,placed on IR with undisclosed injury
2023-09-23,Bears,,• Khalid Kareem,placed on IR with hip injury
2023-09-23,Cardinals,,• Carlos Watkins,placed on IR with biceps injury
2023-09-23,Chiefs,,• Richie James,placed on IR with knee injury
2023-09-23,Cowboys,,• Trevon Diggs,placed on IR with torn ACL in left knee
2023-09-23,Jets,,• Duane Brown,"placed on IR with various injuries / shoulder, hip injuries"
2023-09-23,Saints,,• Jamaal Williams,placed on IR with hamstring injury
2023-09-23,Texans,,• Derek Stingley Jr.,placed on IR with hamstring injury
2023-09-25,Ravens,,• Tylan Wallace,placed on IR with hamstring injury
2023-09-25,Jaguars,,• Leonard Taylor,placed on IR with undisclosed injury
2023-09-26,Chargers,,• Mike Williams (K.),placed on IR with torn ACL in left knee
2023-09-26,Falcons,,• Troy Andersen,placed on IR with shoulder injury / pectoral injury
2023-09-26,Patriots,,• Daniel Ekuale,placed on IR with torn biceps
2023-09-26,Titans,,• Julius Chestnut,placed on IR with hamstring injury
2023-09-26,Titans,,• Mike Brown (b. 1999-04-07),placed on IR with undisclosed injury
2023-09-26,Saints,• Tre'Quan Smith,,activated from IR
2023-09-26,Seahawks,• Ra'Shaun Henry,,activated from IR
2023-09-27,Chiefs,,• Prince Tega Wanogho / Prince Wanogho,placed on IR with torn quadriceps
2023-09-28,Lions,,• Matt Nelson,placed on IR with ankle injury
2023-09-28,Packers,,• David Bakhtiari,placed on IR with left knee injury
2023-09-29,Bears,,• Josh Blackwell,placed on IR with hamstring injury
2023-09-29,Bengals,,• Charlie Jones (b. 1998-10-29),placed on IR with thumb injury
2023-09-29,Dolphins,,• Erik Ezukanma,placed on reserve/non-football injury list with neck injury
2023-09-29,Dolphins,,• River Cracraft,placed on IR with shoulder injury
2023-09-30,Chargers,,• Corey Linsley,placed on reserve/non-football injury list with illness
2023-09-30,Chargers,,• J.T. Woods,placed on reserve/non-football injury list with undisclosed
2023-09-30,Raiders,,• Curtis Bolton,placed on IR with knee injury
2023-09-30,Ravens,,• David Ojabo,"placed on IR with ankle, knee injuries / various injuries"
2023-10-03,Bears,• Buddy Johnson,,activated from IR
2023-10-04,Colts,,• Dallis Flowers,placed on IR with torn Achilles tendon
2023-10-04,Falcons,,• Josh Ali,placed on IR with ankle injury
2023-10-04,Texans,,• Kendrick Green,placed on IR with torn meniscus in right knee
2023-10-05,Bears,• Teven Jenkins,,activated from IR
2023-10-06,Dolphins,,• Terron Armstead,placed on IR with knee injury
2023-10-06,Rams,• Cooper Kupp,,activated from IR
2023-10-07,Bills,,• Tre'Davious White,placed on IR with torn right Achilles tendon
2023-10-07,Bills,• Von Miller,,activated from reserve/physically unable to perform list
2023-10-07,Broncos,• P.J. Locke,,activated from IR
2023-10-07,Colts,• Jonathan Taylor,,activated from reserve/physically unable to perform list
2023-10-07,Eagles,,• Cam Jurgens,placed on IR with foot injury
2023-10-07,Jaguars,,• Parker Washington,placed on IR with knee injury
2023-10-07,Lions,,• Jason Cabinda,placed on IR with knee injury
2023-10-07,Lions,• Julian Okwara,,activated from IR
2023-10-07,Patriots,,• Christian Gonzalez,placed on IR recovering from surgery on right shoulder to repair labrum
2023-10-07,Patriots,• Riley Reiff,,activated from IR
2023-10-07,Rams,• Ochaun Mathis,,activated from IR
2023-10-07,Ravens,,• Daryl Worley,placed on IR with shoulder injury
2023-10-07,Texans,• Cameron Johnston,,activated from IR
2023-10-07,Texans,• Tytus Howard,,activated from IR
2023-10-07,Titans,• Kyle Philips,,activated from IR
2023-10-09,Falcons,• Penny Hart,,activated from IR
2023-10-10,Cardinals,,• James Conner,placed on IR with knee injury
2023-10-10,Commanders,,• Darrick Forrest,placed on IR with fractured shoulder
2023-10-10,Commanders,,• Jeremy Reaves,placed on IR with partially torn ACL in knee
2023-10-10,Giants,• Cole Beasley,,activated from practice squad IR
2023-10-10,Rams,,• Bobby Brown III,placed on IR with sprained MCL in knee
2023-10-11,Bills,,• DaQuan Jones,placed on IR with torn pectoral muscle
2023-10-11,Bills,,• Matt Milano,"placed on IR with fractured right leg, knee"
2023-10-11,Colts,,• Anthony Richardson,placed on IR with sprained AC joint in right shoulder
2023-10-11,Dolphins,,• De'Von Achane,placed on IR with knee injury
2023-10-11,Jets,,• Alijah Vera-Tucker,placed on IR with torn Achilles tendon
2023-10-11,Vikings,,• Justin Jefferson,placed on IR with right hamstring injury
2023-10-11,Vikings,,• Nick Mullens,placed on IR with back injury
2023-10-12,Broncos,• Greg Dulcich,,activated from IR
2023-10-12,Cowboys,,• Peyton Hendershot,placed on IR with ankle injury
2023-10-13,Bears,,• Equanimeous St. Brown,placed on IR with hamstring injury
2023-10-13,Bears,,• Khalil Herbert,placed on IR with ankle injury
2023-10-13,Eagles,,• Justin Evans (b. 1995-08-26),placed on IR with knee injury
2023-10-14,Bears,• Kyler Gordon,,activated from IR
2023-10-14,Bills,• Baylon Spector,,activated from IR
2023-10-14,Cardinals,• Dennis Daley,,activated from IR
2023-10-14,Commanders,• Efe Obada,,activated from IR
2023-10-14,Dolphins,• Robert Jones (e),,activated from IR
2023-10-14,Eagles,,• Quez Watkins,placed on IR with hamstring injury
2023-10-14,Eagles,• Nakobe Dean,,activated from IR
2023-10-14,Giants,,• Azeez Ojulari,placed on IR with ankle injury
2023-10-14,Jaguars,,• Christian Braswell,placed on IR with hamstring injury (out for season)
2023-10-14,Jaguars,• Dawuane Smoot,,activated from reserve/physically unable to perform list
2023-10-14,Jets,,• Justin Hardee,placed on IR recovering from surgery on hamstring
2023-10-14,Jets,• Carter Warren,,activated from IR
2023-10-14,Lions,,• Emmanuel Moseley,placed on IR with torn ACL in right knee
2023-10-14,Lions,,• Zonovan Knight / Bam Knight,placed on IR with shoulder injury
2023-10-14,Lions,• Khalil Dorsey,,activated from IR
2023-10-14,Panthers,,• Ian Thomas (c),placed on IR with calf injury
2023-10-14,Patriots,,• Matthew Judon / Matt Judon,placed on IR with biceps/elbow injury
2023-10-14,Patriots,,• Tyrone Wheatley Jr.,placed on IR with knee injury
2023-10-14,Patriots,• Tyquan Thornton,,activated from IR
2023-10-14,Ravens,• Keaton Mitchell,,activated from IR
2023-10-14,Saints,,• Adam Prentice,placed on IR with knee injury
2023-10-14,Seahawks,,• Coby Bryant,placed on IR with toe injury
2023-10-14,Texans,• Noah Brown,,activated from IR
2023-10-16,Cowboys,,• C.J. Goodwin,placed on IR with torn pectoral muscle
2023-10-16,Cowboys,,• Leighton Vander Esch,"placed on IR with concussion, neck injury"
2023-10-16,Cowboys,• Nahshon Wright,,activated from IR
2023-10-16,Commanders,• Kaden Smith,,activated from IR
2023-10-17,Browns,,• Michael Dunn,placed on IR with calf injury
2023-10-17,Colts,• Jack Anderson (b),,activated from practice squad IR
2023-10-17,Giants,,• Joshua Ezeudu,placed on IR with right toe injury
2023-10-18,Chargers,,• Raheem Layne,placed on IR with torn ACL in knee
2023-10-18,Raiders,,• Roderic Teamer,placed on IR with hamstring injury
2023-10-18,Rams,,• Ronnie Rivers,placed on IR with sprained PCL in knee
2023-10-18,Texans,,• Eric Murray,placed on IR with knee injury
2023-10-18,Vikings,,• Marcus Davenport,placed on IR with sprained left ankle
2023-10-19,Giants,,• Shane Lemieux,placed on IR with torn biceps
2023-10-19,Saints,• Jamaal Williams,,activated from IR
2023-10-20,Bills,,• Damien Harris,"placed on IR with concussion, neck injury"
2023-10-20,Dolphins,,• Christopher Brooks / Chris Brooks (b),placed on IR with ankle injury
2023-10-21,Bears,• Doug Kramer,,activated from IR
2023-10-21,Broncos,,• Greg Dulcich,placed on IR with hamstring injury
2023-10-21,Broncos,• Baron Browning,,activated from reserve/physically unable to perform list
2023-10-21,Cardinals,• Budda Baker,,activated from IR
2023-10-21,Cardinals,• Garrett Williams,,activated reserve/from non-football injury list
2023-10-21,Dolphins,• Jeff Wilson Jr.,,activated from IR
2023-10-21,Lions,• Joshua Paschal / Josh Paschal,,activated from IR
2023-10-21,Packers,• Eric Stokes (Jamane),,activated from reserve/physically unable to perform list
2023-10-21,Patriots,,• Riley Reiff,placed on IR with knee injury
2023-10-21,Patriots,• Cody Davis,,activated from reserve/physically unable to perform list
2023-10-21,Patriots,• Jack Jones (b. 1997-12-20),,activated from IR
2023-10-21,Rams,,• Kyren Williams,placed on IR with ankle injury
2023-10-21,Steelers,,• Pat Freiermuth,placed on IR with hamstring injury
2023-10-21,Steelers,• Diontae Johnson,,activated from IR
2023-10-24,Cardinals,,• Zach Ertz,placed on IR with strained quadriceps
2023-10-24,Dolphins,,• Isaiah Wynn,placed on IR with quadriceps injury
2023-10-24,Dolphins,• Nik Needham,,activated from reserve/physically unable to perform list
2023-10-24,Giants,,• Eric Gray,placed on IR with calf injury
2023-10-24,Giants,,• Matt Peart,placed on IR with shoulder injury
2023-10-24,Jets,• Jarrick Bernard-Converse,,activated from reserve/physically unable to perform list
2023-10-24,Panthers,,• Giovanni Ricci,placed on IR with shoulder injury
2023-10-24,Panthers,,• Jeremy Chinn,placed on IR with quadriceps injury
2023-10-24,Panthers,,• Yetur Gross-Matos,placed on IR with hamstring injury
2023-10-24,Panthers,• Austin Corbett,,activated from reserve/physically unable to perform list
2023-10-24,Saints,• Ryan Connelly,,activated from practice squad IR
2023-10-24,Jets,• Hamsah Nasirildeen,,activated from IR
2023-10-24,Patriots,• Trey Flowers,,activated from reserve/physically unable to perform list
2023-10-25,Buccaneers,• Chase Edmonds,,activated from IR
2023-10-25,Packers,,• Darnell Savage,placed on IR with calf injury
2023-10-25,Packers,,• Eric Stokes (Jamane),placed on IR with hamstring injury
2023-10-25,Titans,,• Taylor Stallworth,placed on IR with undisclosed
2023-10-26,Bills,,• Dawson Knox,placed on IR recovering from surgery on wrist
2023-10-26,Seahawks,,• Uchenna Nwosu,placed on IR recovering from surgery to repair pectoral injury
2023-10-28,Bears,• Khalid Kareem,,activated from IR
2023-10-28,Bengals,,• Chase Brown (b. 2000-03-21),placed on IR with hamstring injury
2023-10-28,Broncos,,• Brandon Johnson (b. 1998-07-26),placed on IR with hamstring injury
2023-10-28,Cardinals,,• Elijah Wilkinson,placed on IR with neck injury
2023-10-28,Chiefs,,• Nick Bolton,placed on IR recovering from surgery on wrist
2023-10-28,Commanders,,• Cody Barton,placed on IR with ankle injury
2023-10-28,Commanders,,• Saahdiq Charles,placed on IR with calf injury
2023-10-28,Commanders,• Phidarian Mathis,,activated from IR
2023-10-28,Dolphins,• Jalen Ramsey,,activated from IR
2023-10-28,Giants,,• Gary Brightwell,placed on IR with hamstring injury
2023-10-28,Jaguars,• Davon Hamilton,,activated from IR
2023-10-28,Ravens,• Tylan Wallace,,activated from IR
2023-10-28,Texans,• Hassan Ridgeway,,activated from IR
2023-10-30,Raiders,,• Kana'i Mauga,placed on IR with knee injury
2023-10-30,Raiders,• Curtis Bolton,,activated from IR
2023-10-31,Cardinals,,• Damien Williams,placed on practice squad IR with undisclosed injury
2023-10-31,Cardinals,,• Jeff Smith (Alan),placed on practice squad IR with undisclosed injury
2023-10-31,Falcons,,• Grady Jarrett,placed on IR with torn ACL in knee
2023-10-31,Jets,,• Al Woods (Joseph),placed on IR with torn Achilles tendon
2023-10-31,Jets,,• Connor McGovern (b. 1993-04-27),placed on IR with dislocated kneecap
2023-10-31,Jets,,• Wes Schweitzer,placed on IR with calf injury
2023-10-31,Lions,,• Scott Daly,placed on IR with surgery on knee
2023-10-31,Patriots,,• Kendrick Bourne,placed on IR with torn ACL in right knee
2023-10-31,Texans,,• Jarrett Patterson,placed on IR with ankle / lower leg injury
2023-10-31,Texans,,• Teagan Quitoriano,placed on IR with groin injury
2023-10-31,Vikings,,• Kirk Cousins,placed on IR with torn right Achilles tendon
2023-11-01,Falcons,,• LaCale London,placed on IR with knee injury
2023-11-01,Steelers,• Cameron Heyward / Cam Heyward,,activated from IR
2023-11-02,Bills,,• Kaiir Elam,placed on IR with ankle injury
2023-11-03,Bengals,,• Tycen Anderson,placed on IR with left knee injury
2023-11-03,Giants,,• Graham Gano,placed on IR with surgery on left knee
2023-11-03,Panthers,,• Claudin Cherelus,placed on IR with knee injury
2023-11-03,Patriots,,• Calvin Anderson,placed on IR with illness
2023-11-04,Bears,• Braxton Jones,,activated from IR
2023-11-04,Dolphins,• Terron Armstead,,activated from IR
2023-11-04,Giants,,• Darren Waller,placed on IR with hamstring injury
2023-11-04,Giants,,• Tyrod Taylor,placed on IR with rib injury
2023-11-04,Panthers,,• Justin Houston,placed on IR with hamstring injury
2023-11-04,Ravens,• Daryl Worley,,activated from IR
2023-11-04,Vikings,• Jalen Nailor,,activated from IR
2023-11-06,Chargers,,• Joshua Palmer / Josh Palmer,placed on IR with knee injury
2023-11-06,Chargers,• Jalen Guyton,,activated from reserve/physically unable to perform list
2023-11-06,Chargers,• Otito Ogbonnia,,activated from reserve/physically unable to perform list
2023-11-06,Panthers,,• Tarik Cohen,placed on practice squad IR with undisclosed injury
2023-11-06,Seahawks,,• Drake Thomas,placed on IR with knee injury
2023-11-06,Seahawks,• Austin Faoliu,,activated from reserve/physically unable to perform list
2023-11-06,Steelers,,• Cole Holcomb,placed on IR with surgery on knee (out for season)
2023-11-06,Steelers,• Anthony McFarland Jr.,,activated from IR
2023-11-07,Bills,,• Kameron Cline,placed on practice squad IR with undisclosed injury
2023-11-07,Browns,,• Cameron Mitchell,placed on IR with hamstring / shoulder injury
2023-11-07,Browns,,• Jedrick Wills Jr.,placed on IR with sprained MCL in knee
2023-11-07,Cardinals,,• Bobby Price,placed on IR with undisclosed
2023-11-07,Cardinals,• Kyler Murray,,activated from reserve/physically unable to perform list
2023-11-07,Commanders,,• Ricky Stromberg,placed on IR with knee injury
2023-11-07,Panthers,,• Chandler Wooten,placed on IR with ankle injury
2023-11-07,Panthers,,• Luiji Vilain,placed on IR with knee injury
2023-11-07,Texans,,• Hassan Ridgeway,placed on IR with torn right Achilles tendon (out for season)
2023-11-07,Texans,,• M.J. Stewart,placed on IR with shoulder injury
2023-11-08,Giants,,• Daniel Jones,placed on IR with torn ACL in right knee
2023-11-08,Vikings,,• Cam Akers,placed on IR with torn left Achilles tendon
2023-11-09,Bears,• Equanimeous St. Brown,,activated from IR
2023-11-09,Bears,• Josh Blackwell,,activated from IR
2023-11-09,Panthers,• Marquis Haynes,,activated from IR
2023-11-11,49ers,,• Drake Jackson,placed on IR with knee injury
2023-11-11,Cardinals,• James Conner,,activated from IR
2023-11-11,Giants,• Azeez Ojulari,,activated from IR
2023-11-11,Jaguars,• Gregory Junior,,activated from IR
2023-11-11,Saints,• Adam Prentice,,activated from IR
2023-11-11,Seahawks,• Dareke Young,,activated from IR
2023-11-11,Seahawks,• Kenny McIntosh,,activated from IR
2023-11-11,Texans,,• Ka'imi Fairbairn,placed on IR with quadriceps injury
2023-11-11,Texans,• Derek Stingley Jr.,,activated from IR
2023-11-11,Titans,,• Nicholas Petit-Frere,placed on IR with shoulder injury
2023-11-13,Giants,• Chris Myarick,,activated from IR
2023-11-14,Dolphins,• River Cracraft,,activated from IR
2023-11-14,Lions,,• Halapoulivaati Vaitai,placed on IR with back injury
2023-11-14,Rams,• Hunter Long,,activated from IR
2023-11-14,Steelers,,• Kwon Alexander,placed on IR with torn left Achilles tendon (out for season)
2023-11-14,Vikings,,• Jordan Hicks (b. 1992-06-27),placed on IR with bruised shin
2023-11-14,Titans,• Taylor Stallworth,,activated from IR
2023-11-15,49ers,,• Nick Zakelj,placed on IR with torn biceps
2023-11-15,Browns,,• Deshaun Watson,placed on IR with fracture in right shoulder
2023-11-15,Chargers,,• Chris Rumph II,placed on IR with fractured foot
2023-11-15,Titans,,• Chance Campbell,placed on IR with undisclosed injury
2023-11-16,Bengals,• Charlie Jones (b. 1998-10-29),,activated from IR
2023-11-16,Eagles,,• Nakobe Dean,placed on IR with Lisfranc injury in foot (surgery)
2023-11-18,49ers,• Darrell Luter Jr.,,activated from reserve/physically unable to perform list
2023-11-18,Bears,• Khalil Herbert,,activated from IR
2023-11-18,Browns,• Michael Dunn,,activated from IR
2023-11-18,Cowboys,,• Viliami Fehoko Jr.,placed on IR with knee injury
2023-11-18,Dolphins,• De'Von Achane,,activated from IR
2023-11-18,Eagles,• Cam Jurgens,,activated from IR
2023-11-18,Jaguars,,• Jamal Agnew,"placed on IR with shoulder, ribs injuries / various injuries"
2023-11-18,Jaguars,• Parker Washington,,activated from IR
2023-11-18,Panthers,• Ian Thomas (c),,activated from IR
2023-11-18,Rams,• Bobby Brown III,,activated from IR
2023-11-18,Steelers,,• Keanu Neal,placed on IR with rib injury
2023-11-18,Steelers,• Pat Freiermuth,,activated from IR
2023-11-18,Texans,,• Grayland Arnold,placed on IR with calf injury
2023-11-18,Titans,• Mike Brown (b. 1999-04-07),,activated from IR
2023-11-18,Vikings,• Nick Mullens,,activated from IR
2023-11-20,Bengals,,• Jaxson Kirkland,placed on practice squad IR with wrist injury
2023-11-20,Commanders,,• Efe Obada,placed on IR with fractured right leg
2023-11-20,Falcons,,• Jacob Saylors,placed on practice squad IR with undisclosed injury
2023-11-20,Steelers,,• Elijah Riley,placed on IR with ankle injury
2023-11-20,Vikings,,• Dean Lowry,placed on IR with torn pectoral muscle
2023-11-20,Vikings,• Chris Reed (b. 1992-07-22),,activated from reserve/non-football injury list
2023-11-20,Commanders,• Troy Apke,,activated from IR
2023-11-21,49ers,,• Talanoa Hufanga,placed on IR with torn ACL in right knee
2023-11-21,Browns,,• Rodney McLeod Jr.,placed on IR with torn biceps
2023-11-21,Cardinals,,• Kyzir White,placed on IR with torn biceps
2023-11-21,Cardinals,,• Leki Fotu,placed on IR with hand injury
2023-11-21,Chargers,,• Tanner Muse,placed on IR with knee injury
2023-11-21,Dolphins,,• Salvon Ahmed,placed on IR with foot injury
2023-11-21,Saints,,• Michael Thomas (William),placed on IR with knee injury
2023-11-22,Buccaneers,,• Rakim Jarrett,placed on IR with undisclosed
2023-11-22,Chargers,,• Joey Bosa,placed on IR with sprained foot
2023-11-22,Commanders,,• De'Jon Harris,placed on IR with quadriceps injury
2023-11-22,Packers,,• Emanuel Wilson,placed on IR with shoulder injury
2023-11-22,Packers,,• Luke Musgrave,placed on IR with lacerated kidney
2023-11-22,Panthers,,• Austin Corbett,placed on IR with knee injury
2023-11-22,Panthers,,• Dicaprio Bootle,placed on IR with knee injury
2023-11-23,49ers,• Samuel Womack,,activated from IR
2023-11-23,Commanders,• Cody Barton,,activated from IR
2023-11-23,Jets,• Duane Brown,,activated from IR
2023-11-23,Panthers,,• Derek Wright,placed on practice squad IR with undisclosed injury
2023-11-23,Seahawks,,• Jerrick Reed II,placed on IR with torn ACL in knee
2023-11-23,Seahawks,• Coby Bryant,,activated from IR
2023-11-23,Texans,,• Dylan Horton,placed on reserve/non-football illness list with undisclosed
2023-11-25,Bengals,,• Joe Burrow,placed on IR with right wrist injury (surgery)
2023-11-25,Bengals,• Chase Brown (b. 2000-03-21),,activated from IR
2023-11-25,Browns,• Jordan Kunaszyk,,activated from IR
2023-11-25,Chiefs,,• Mecole Hardman,placed on IR with thumb injury
2023-11-25,Eagles,• Quez Watkins,,activated from IR
2023-11-25,Giants,• Eric Gray,,activated from IR
2023-11-25,Raiders,• Roderic Teamer,,activated from IR
2023-11-25,Rams,• Jason Taylor II,,activated from IR
2023-11-25,Rams,• Kyren Williams,,activated from IR
2023-11-25,Ravens,,• Mark Andrews,placed on IR recovering from surgery on left ankle
2023-11-25,Saints,,• Marshon Lattimore,placed on IR with ankle injury
2023-11-25,Texans,• Juice Scruggs,,activated from IR
2023-11-25,Titans,,• Chris Hubbard,placed on IR with biceps injury
2023-11-27,49ers,,• George Odum,placed on IR with torn biceps
2023-11-27,49ers,• Robert Beal Jr.,,activated from IR
2023-11-27,Jaguars,,• Cam Robinson,placed on IR with left knee injury
2023-11-28,Dolphins,,• Jaelan Phillips,placed on IR with torn right Achilles tendon (out for season)
2023-11-28,Rams,,• Duke Shelley,placed on IR with hamstring injury
2023-11-28,Texans,• Charlie Heck,,activated from reserve/physically unable to perform list
2023-11-28,Vikings,• Justin Jefferson,,activated from IR
2023-11-28,Browns,• Thomas Graham Jr.,,activated from IR
2023-11-28,Giants,• Tommy Sweeney,,activated from reserve/non-football injury list
2023-11-29,Panthers,,• Chandler Zavala,placed on IR with knee injury
2023-11-29,Texans,,• Tytus Howard,placed on IR with surgery on knee
2023-11-30,Panthers,,• Laviska Shenault Jr.,placed on IR with ankle injury
2023-11-30,Seahawks,,• Phil Haynes,placed on IR with toe injury
2023-11-30,Seahawks,• Abraham Lucas,,activated from IR
2023-11-30,Cardinals,• Zach Ertz,,activated from IR
2023-12-01,Buccaneers,,• Mike Greene (b. 1999-05-03),placed on IR with calf injury
2023-12-02,Broncos,• Brandon Johnson (b. 1998-07-26),,activated from IR
2023-12-02,Jets,• Wes Schweitzer,,activated from IR
2023-12-02,Packers,• Darnell Savage,,activated from IR
2023-12-02,Panthers,• Jaycee Horn,,activated from IR
2023-12-02,Panthers,• Jeremy Chinn,,activated from IR
2023-12-02,Panthers,• Yetur Gross-Matos,,activated from IR
2023-12-04,Bengals,,• Cam Taylor-Britt,"placed on IR with ankle, quadriceps injuries"
2023-12-05,Chargers,• J.T. Woods,,activated from reserve/non-football injury list
2023-12-05,Jets,,• Tanzel Smart,placed on practice squad IR with undisclosed injury
2023-12-05,Lions,,• Alim McNeill,placed on IR with sprained knee
2023-12-05,Texans,,• Jared Wayne,placed on practice squad IR with undisclosed injury
2023-12-05,Texans,,• Nathaniel Dell / Tank Dell,placed on IR with fractured fibula in leg
2023-12-05,Commanders,• Drew White (a),,activated from reserve/physically unable to perform list
2023-12-05,Jaguars,• Leonard Taylor,,activated from IR
2023-12-06,Cowboys,,• Sean McKeon,placed on IR with ankle injury
2023-12-06,Cowboys,• Peyton Hendershot,,activated from IR
2023-12-06,Jets,,• C.J. Uzomah,placed on IR with MCL injury in knee
2023-12-06,Saints,,• Malcolm Roach,placed on IR with knee injury
2023-12-06,Saints,,• Marcus Maye,placed on IR with shoulder injury
2023-12-08,Chiefs,• Nick Bolton,,activated from IR
2023-12-08,Jaguars,,• Christian Kirk (Davon),placed on IR with core muscle injury
2023-12-08,Titans,,• Joe Jones (Edwin),placed on IR with finger injury
2023-12-08,Titans,,• Ryan Stonehouse,placed on IR with surgery on knee (out for season)
2023-12-09,49ers,,• Ray-Ray McCloud,placed on IR with rib injury
2023-12-09,Bills,• Dawson Knox,,activated from IR
2023-12-09,Browns,• Cameron Mitchell,,activated from IR
2023-12-09,Chargers,,• Zack Bailey,placed on IR with back injury
2023-12-09,Chiefs,,• Bryan Cook (b),placed on IR with ankle injury
2023-12-09,Dolphins,,• Alexander Johnson / A.J. Johnson,placed on practice squad IR with undisclosed injury
2023-12-09,Dolphins,,• Jerome Baker,placed on IR with knee injury
2023-12-09,Jets,,• Wes Schweitzer,placed on IR with calf injury
2023-12-09,Raiders,• Kana'i Mauga,,activated from IR
2023-12-09,Saints,,• Nick Saldiveri,placed on IR with shoulder injury
2023-12-11,Giants,• Tyrod Taylor,,activated from IR
2023-12-12,Browns,,• Dawand Jones,placed on IR with surgery on knee (out for season)
2023-12-12,Browns,,• Maurice Hurst Jr. / Maurice Hurst II (Roy),placed on IR with torn pectoral muscle
2023-12-12,Chargers,• Joshua Palmer / Josh Palmer,,activated from IR
2023-12-12,Chiefs,,• Gerrit Prince,placed on practice squad IR with undisclosed injury
2023-12-12,Raiders,,• Kana'i Mauga,placed on IR with knee injury
2023-12-12,Rams,,• Alex Ward,placed on IR with stinger in neck
2023-12-12,Rams,,• Hunter Long,placed on IR with MCL injury in knee (surgery) (out for season)
2023-12-12,Ravens,• Damarion Williams,,activated from IR
2023-12-12,Chargers,,• Justin Herbert,placed on IR recovering from surgery to repair fractured right index finger (out for season)
2023-12-13,Bears,,• Yannick Ngakoue,placed on IR with fractured ankle
2023-12-13,Bills,• Justin Shorter,,activated from IR
2023-12-13,Browns,,• Grant Delpit,placed on IR with groin injury
2023-12-13,Dolphins,,• Connor Williams,placed on IR with torn ACL in left knee (out for season)
2023-12-13,Ravens,,• Devin Duvernay,placed on IR with back injury
2023-12-13,Titans,,• Kristian Fulton,placed on IR with hamstring injury
2023-12-13,Titans,,• Kyle Peko,placed on IR with calf injury
2023-12-14,Commanders,,• Jamin Davis,placed on IR with surgery on shoulder
2023-12-15,Commanders,,• Curtis Hodges,placed on IR with back injury
2023-12-15,Panthers,,• Hayden Hurst,placed on IR with concussion
2023-12-15,Panthers,,• Justin McCray,placed on IR with calf injury
2023-12-16,Cardinals,• Elijah Wilkinson,,activated from IR
2023-12-16,Falcons,,• Kentavius Street,placed on IR with pectoral injury
2023-12-16,Falcons,• LaCale London,,activated from IR
2023-12-16,Giants,• Darren Waller,,activated from IR
2023-12-16,Jaguars,• Jamal Agnew,,activated from IR
2023-12-16,Jets,,• Zaire Barnes,placed on IR with hamstring injury
2023-12-16,Packers,• Eric Stokes (Jamane),,activated from IR
2023-12-16,Texans,,• Tavierre Thomas,placed on IR with hamstring injury
2023-12-16,Texans,• Ka'imi Fairbairn,,activated from IR
2023-12-18,Bengals,,• D.J. Ivey,placed on IR with knee injury
2023-12-18,Bengals,,• D.J. Reader,placed on IR with quadriceps injury
2023-12-18,Chargers,,• Will Clapp,placed on IR with knee injury
2023-12-18,Chiefs,,• Skyy Moore,placed on IR with knee injury
2023-12-18,Patriots,,• Cole Strange,placed on IR with knee injury
2023-12-19,Dolphins,• Christopher Brooks / Chris Brooks (b),,activated from IR
2023-12-19,Jets,,• Quinton Jefferson,placed on IR with hip injury
2023-12-19,Lions,• Hendon Hooker,,activated from reserve/non-football injury list
2023-12-19,Patriots,,• J.C. Jackson,placed on reserve/non-football illness list
2023-12-19,Ravens,,• Keaton Mitchell,placed on IR with torn ACL in knee (out for season)
2023-12-20,49ers,,• Kalia Davis,placed on IR with high ankle sprain
2023-12-20,Cardinals,,• Geoff Swaim,placed on IR with calf injury
2023-12-20,Cardinals,,• Josh Woods,placed on IR with undisclosed injury
