Date,Team,Acquired,Relinquished,Notes
2017-11-03,Rams,,• Cody Davis,placed on ir with thigh injury
2017-11-03,Texans,,• Deshaun Watson,placed on ir with torn acl in right knee
2017-11-04,49ers,,• Pierre Garcon,placed on ir with neck injury
2017-11-04,Bills,,• Taiwan Jones (Asti Eric),placed on ir with fractured right arm
2017-11-04,Giants,,• Weston Richburg,placed on ir with concussion
2017-11-06,Cardinals,,• Daniel Munyer,placed on ir with toe injury
2017-11-06,Raiders,,• Demetrius McCray,placed on ir with knee injury
2017-11-06,Ravens,,• Chris Matthews,placed on ir with thigh injury
2017-11-07,49ers,,• Cole Hikutini,placed on ir with knee injury
2017-11-07,49ers,,• Garry Gilliam,placed on ir with knee injury
2017-11-07,49ers,,• Jaquiski Tartt,placed on ir with fractured arm
2017-11-07,Bears,,• Zach Miller (Scott),placed on ir with dislocated left knee
2017-11-07,Colts,,• Quan Bray,placed on ir with undisclosed injury
2017-11-07,Giants,,• Nigel Harris,placed on ir with rib injury
2017-11-07,Patriots,,• Dont'a Hightower,placed on ir with torn pectoral muscle
2017-11-07,Seahawks,,• Tre Madden,placed on ir with calf injury
2017-11-08,Broncos,,• Menelik Watson,placed on ir with calf/foot injury
2017-11-08,Browns,,• Reggie Porter,placed on ir with achilles injury
2017-11-08,Cowboys,,• Brian Price (Keith),placed on ir with surgery on knee
2017-11-08,Seahawks,,• Rees Odhiambo,placed on ir with finger injury
2017-11-08,Vikings,,• Sam Bradford,placed on ir with knee injury
2017-11-09,Colts,,• Henry Anderson (Wyatt),placed on ir with laryngeal fracture
2017-11-10,Browns,,• Ibraheim Campbell,placed on ir with hamstring injury
2017-11-10,Cardinals,,• D.J. Humphries,placed on ir with knee injury
2017-11-10,Cardinals,,• Ifeanyi Momah,placed on ir with fractured ankle/leg
2017-11-10,Cardinals,,• Tyvon Branch,placed on ir with torn acl in knee
2017-11-10,Texans,,• Ryan Griffin (Francis),placed on ir with concussion
2017-11-11,Bengals,,• Jeremy Hill,placed on ir with ankle injury
2017-11-11,Dolphins,,• Ja'Wuan James,placed on ir with groin / hamstring injury
2017-11-11,Redskins,,• Arthur Jones,placed on ir with shoulder injury
2017-11-13,Browns,,• Jamie Collins,placed on ir with torn mcl in right knee
2017-11-13,Jets,,• Ed Stinson,placed on ir with neck injury
2017-11-13,Lions,,• Greg Robinson (b. 1992-10-21),placed on ir with ankle injury
2017-11-13,Raiders,,• Gareon Conley,placed on ir with shin injury
2017-11-14,Giants,,• Keenan Robinson,placed on ir with quadriceps injury
2017-11-14,Jaguars,,• Matt Overton,placed on ir with shoulder injury
2017-11-14,Redskins,,• Rob Kelley,"placed on ir with sprained mcl in knee, ankle injury"
2017-11-14,Redskins,,• Will Compton,placed on ir with lisfranc sprain in foot
2017-11-14,Saints,,• Daniel Lasco,placed on ir with bulging disc in back
2017-11-14,Seahawks,,• C.J. Prosise,placed on ir with ankle injury
2017-11-14,Seahawks,,• Richard Sherman,placed on ir with torn achilles tendon
2017-11-16,Redskins,,• T.J. Clemmings,placed on ir with ankle injury
2017-11-18,Jaguars,,• Arrelious Benn,placed on ir with knee injury
2017-11-18,Packers,,• Bryan Bulaga,placed on ir with torn acl in knee
2017-11-20,Broncos,,• A.J. Derby,placed on ir with shoulder injury
2017-11-21,Browns,,• Emmanuel Ogbah,placed on ir with fractured right foot
2017-11-21,Browns,,• Jamie Meder,placed on ir with high ankle sprain
2017-11-21,Redskins,,• Chris Thompson (b. 1990-10-20),placed on ir with fractured fibula in right leg
2017-11-21,Redskins,,• Shawn Lauvao,placed on ir with stinger in neck
2017-11-21,Redskins,,• Spencer Long,placed on ir with knee/quadriceps injury
2017-11-21,Redskins,,• Terrelle Pryor,placed on ir with ankle injury (surgery)
2017-11-21,Saints,,• Alex Okafor,placed on ir with torn achilles tendon
2017-11-22,Texans,,• D'Onta Foreman,placed on ir with ruptured left achilles tendon
2017-11-22,Giants,,• Kevin Norwood,placed on ir with hip injury
2017-11-23,Bears,,• Leonard Floyd (Cornilus),placed on ir with right knee injury
2017-11-24,Panthers,,• Curtis Samuel,placed on ir with fractured left ankle
2017-11-27,Giants,,• Curtis Grant,placed on ir with knee injury
2017-11-27,Giants,,• D.J. Fluker,placed on ir with toe injury
2017-11-27,Giants,,• Deontae Skinner,placed on ir with hamstring injury
2017-11-27,Giants,,• Donte' Deayon / Dont'e Deayon / Donte Deayon,placed on ir with forearm injury
2017-11-27,Lions,,• Tavon Wilson,placed on ir with shoulder injury
2017-11-27,Patriots,,• Martellus Bennett,"placed on ir with hamstring, shoulder injury"
2017-11-27,Patriots,,• Nate Ebner,placed on ir with knee / shoulder injury
2017-11-28,Dolphins,,• William Hayes (Quintin),placed on ir with back injury
2017-11-29,49ers,,• Erik Magnuson,placed on ir with foot injury
2017-11-29,49ers,,• Raheem Mostert,placed on ir with knee injury / shoulder injury
2017-11-29,Buccaneers,,• Ali Marpet,placed on ir with knee injury
2017-11-29,Buccaneers,,• Demar Dotson,placed on ir with knee injury
2017-11-29,Giants,,• Janoris Jenkins,placed on ir with ankle injury
2017-11-29,Texans,,• Ben Heeney,placed on ir with hamstring injury
2017-11-29,Texans,,• Chris Clark,placed on ir with ankle injury
2017-12-01,Packers,,• Ty Montgomery,placed on ir with wrist injury / ribs injury
2017-12-02,Bears,,• Isaiah Irving,placed on ir with knee injury
2017-12-02,Chargers,,• Nick Novak,placed on ir with back injury
2017-12-02,Panthers,,• John Theus,placed on ir with illness
2017-12-02,Saints,,• Coby Fleener,placed on ir with concussion
2017-12-02,Seahawks,,• Josh Forrest,placed on ir with foot injury
2017-12-04,Texans,,• Brennan Scarlett,placed on ir with foot injury
2017-12-04,Titans,,• DaQuan Jones,placed on ir with biceps injury
2017-12-05,Bears,,• Cairo Santos,placed on ir with groin/hamstring injury
2017-12-05,Bills,,• Jordan Matthews,placed on ir with knee injury
2017-12-05,Bills,,• Shaq Lawson,placed on ir with ankle injury
2017-12-05,Broncos,,• Derek Wolfe,placed on ir with neck injury
2017-12-05,Colts,,• Pierre Desir,placed on ir with torn pectoral muscle
2017-12-05,Ravens,,• Jimmy Smith (b),placed on ir with torn left achilles tendon
2017-12-05,Texans,,• Bruce Ellington,placed on ir with hamstring injury
2017-12-05,Texans,,• C.J. Fiedorowicz,placed on ir with concussion
2017-12-06,Bears,,• Kyle Long,placed on ir with shoulder injury
2017-12-06,Bears,,• Mitch Unrein,placed on ir with knee injury
2017-12-06,Bengals,,• John Ross III,placed on ir with shoulder injury
2017-12-06,Colts,,• John Simon (b. 1990-10-14),placed on ir with shoulder injury
2017-12-06,Giants,,• Jonathan Casillas,"placed on ir with neck, wrist injuries"
2017-12-06,Packers,,• Kevin King,placed on ir with shoulder injury
2017-12-06,Panthers,,• Jared Norris,placed on ir with calf injury
2017-12-07,Cardinals,,• Johnathan Ford / Rudy Ford,placed on ir with knee injury
2017-12-08,Chiefs,,• Dee Ford,placed on ir with back injury
2017-12-09,Bengals,,• Adam Jones / Pacman Jones,placed on ir with groin injury
2017-12-11,Chiefs,,• Steven Terrell,placed on ir with undisclosed
2017-12-11,Giants,,• Darius Powe,placed on ir with fractured right foot
2017-12-12,Broncos,,• Ronald Leary / Ron Leary,placed on ir with back injury
2017-12-12,Cardinals,,• Jared Veldheer,placed on ir with ankle injury
2017-12-12,Chargers,,• Andre Williams,placed on ir with wrist injury
2017-12-12,Eagles,,• Carson Wentz,placed on ir with torn acl in left knee
2017-12-12,Rams,,• Kayvon Webster,placed on ir with achilles / ankle injury
2017-12-12,Redskins,,• Byron Marshall,placed on ir with hamstring injury
2017-12-12,Redskins,,• Chris Carter (Darnell),placed on ir with fractured fibula in right leg
2017-12-12,Redskins,,• Jordan Reed,placed on ir with hamstring injury
2017-12-12,Steelers,,• Ryan Shazier,placed on ir with spinal injury
2017-12-13,49ers,,• Victor Bolden Jr.,placed on ir with ankle injury
2017-12-13,Broncos,,• Justin Simmons,placed on ir with ankle injury
2017-12-13,Jets,,• Josh McCown,placed on ir with fractured left hand
2017-12-13,Patriots,,• Marcus Cannon,placed on ir with ankle injury
2017-12-13,Raiders,,• Cory James,placed on ir with knee injury
2017-12-13,Seahawks,,• Oday Aboushi,placed on ir with shoulder injury
2017-12-14,Giants,,• Justin Pugh,placed on ir with back injury
2017-12-15,Bengals,,• Kevin Minter,placed on ir with hamstring injury
2017-12-15,Bills,,• Cordy Glenn,placed on ir with foot injury
2017-12-15,Broncos,,• Trevor Siemian,placed on ir with left shoulder injury
2017-12-15,Cardinals,,• Adrian Peterson (Lewis),placed on ir with neck injury
2017-12-15,Chiefs,,• Mitch Morse,placed on ir with foot injury
2017-12-15,Raiders,,• Obi Melifonwu,placed on ir with surgery on hip
2017-12-15,Vikings,,• Blake Bell,placed on ir with shoulder injury
2017-12-16,49ers,,• Trent Brown,placed on ir with shoulder injury
2017-12-16,Bengals,,• T.J. Johnson,placed on ir with pectoral muscle injury
2017-12-16,Seahawks,,• Kam Chancellor,placed on ir with neck injury
2017-12-18,Colts,,• Jonathan Bostic / Jon Bostic (b),placed on ir with right knee injury
2017-12-18,Colts,,• Ryan Kelly,placed on ir with concussion
2017-12-19,Broncos,,• Shane Ray,placed on ir with left wrist injury
2017-12-19,Browns,,• Derrick Kindred,placed on ir with wrist injury
2017-12-19,Cardinals,,• Brittan Golden,placed on ir with fractured arm
2017-12-19,Chargers,,• Hunter Henry,placed on ir with lacerated kidney
2017-12-19,Lions,,• T.J. Jones,placed on ir with shoulder injury
2017-12-19,Packers,,• Aaron Rodgers,placed on ir recovering from fractured right collarbone
2017-12-19,Redskins,,• Montae Nicholson,placed on ir with concussion
2017-12-19,Saints,,• A.J. Klein,placed on ir with groin injury
2017-12-19,Steelers,,• James Conner,placed on ir with knee injury
2017-12-19,Texans,,• D.J. Reader,placed on ir with knee injury
2017-12-19,Texans,,• MyCole Pruitt,placed on ir with calf injury
2017-12-19,Texans,,• Nick Martin (Jacob),placed on ir with ankle injury
2017-12-20,Bears,,• Pernell McPhee,placed on ir with shoulder injury
2017-12-20,Bengals,,• Andre Smith (Dewayne),placed on ir with knee injury
2017-12-20,Buccaneers,,• Adarius Glanton,placed on ir with fractured lower leg
2017-12-20,Buccaneers,,• Adarius Taylor,placed on ir
2017-12-20,Buccaneers,,• J.R. Sweezy,placed on ir with lower leg injury
2017-12-20,Buccaneers,,• Justin Evans (b. 1995-08-26),placed on ir with ankle injury
2017-12-20,Buccaneers,,• O.J. Howard,placed on ir with right ankle injury
2017-12-20,Buccaneers,,• Vernon Hargreaves III,placed on ir with hamstring injury
2017-12-20,Dolphins,,• Jermon Bushrod,placed on ir with foot injury
2017-12-20,Dolphins,,• Julius Thomas,placed on ir with foot injury
2017-12-20,Rams,,• Brandon Allen,placed on ir with back injury
2017-12-21,Rams,,• Greg Zuerlein,placed on ir with herniated disc in back
2017-12-21,Saints,,• Kenny Vaccaro,placed on ir with groin injury
2017-12-22,Bengals,,• Nick Vigil,placed on ir with back injury
2017-12-22,Colts,,• Brandon Williams (Darnell),placed on ir with concussion
2017-12-22,Packers,,• Demetri Goodson,placed on ir with hamstring injury
2017-12-22,Raiders,,• Donald Penn,placed on ir with right foot injury
2017-12-22,Raiders,,• Jon Feliciano,placed on ir with concussion
2017-12-22,Redskins,,• Trent Williams,placed on ir with knee injury
2017-12-22,Titans,,• Leshaun Sims,placed on ir with hamstring injury
2017-12-23,Bears,,• Chris Prosinski,placed on ir with concussion
2017-12-23,Raiders,,• Clive Walford,placed on ir with concussion
2017-12-23,Redskins,,• LeShun Daniels Jr.,placed on ir with fractured hand
2017-12-23,Texans,,• Tom Savage,placed on ir with concussion
2017-12-23,Jaguars,,• Larry Pinkard,placed on ir with concussion
2017-12-26,Bills,,• Andre Holmes,placed on ir with neck injury
2017-12-26,Bills,,• Travaris Cadet,placed on ir with dislocated ankle
2017-12-26,Cardinals,,• Antoine Bethea,placed on ir with pectoral muscle injury
2017-12-26,Giants,,• Landon Collins,placed on ir with fractured right forearm
2017-12-26,Jaguars,,• Jaelen Strong,placed on ir with torn acl in left knee
2017-12-26,Lions,,• Don Barclay,placed on ir with concussion
2017-12-26,Packers,,• Jason Spriggs,placed on ir with left knee injury
2017-12-26,Panthers,,• Damiere Byrd,placed on ir with leg injury
2017-12-26,Ravens,,• Jaylen Hill,"placed on ir with torn acl, mcl in knee"
2017-12-26,Vikings,,• Nick Easton,placed on ir with fractured right ankle
2017-12-27,Colts,,• Rashaan Melvin,placed on ir with hand injury
2017-12-27,Giants,,• B.J. Goodson,placed on ir with ankle injury
2017-12-27,Jets,,• Brian Winters,placed on ir with abdominal injury
2017-12-27,Saints,,• John Hughes III,placed on ir with elbow injury
2017-12-27,Texans,,• Corey Moore (b. 1993-01-28),placed on ir with sprained mcl in knee
2017-12-28,Dolphins,,• Vincent Taylor,placed on ir with knee injury
2017-12-28,Rams,,• Marqui Christian,placed on ir with shoulder injury
2017-12-28,Saints,,• Hau'oli Kikaha,placed on ir with ankle injury
2017-12-29,Cowboys,,• Orlando Scandrick,placed on ir with back injury
2017-12-29,Cowboys,,• Tyron Smith,placed on ir with right knee injury
2017-12-29,Dolphins,,• Michael Thomas (b. 1990-03-17),placed on ir with knee injury
2017-12-29,Eagles,,• Joe Walker (b. 1992-12-11),placed on ir with neck injury
2017-12-29,Lions,,• Travis Swanson,placed on ir with concussion
2017-12-29,Rams,,• Matt Longacre,placed on ir with back injury
2017-12-30,Giants,,• Tavarres King,placed on ir with concussion
2017-12-30,Jets,,• Akeem Judd,placed on ir with ankle injury
2017-12-30,Jets,,• Matt Forte,placed on ir with knee injury
2017-12-30,Packers,,• Nick Perry (Joel),"placed on ir with ankle, shoulder injury"
2017-12-30,Seahawks,,• Nazair Jones,placed on ir with ankle/foot injury
2017-12-30,Vikings,,• Kevin McDermott,placed on ir with shoulder injury
2018-01-02,Chiefs,,• Akeem Hunt,placed on ir with ankle injury
2018-01-02,Chiefs,,• De'Anthony Thomas,placed on ir with fractured tibia
2018-01-02,Falcons,,• Andy Levitre,placed on ir with triceps injury
2018-01-02,Panthers,,• Chris Manhertz,placed on ir with ankle injury
2018-01-03,Chiefs,,• Phillip Gaines,placed on ir with dislocated elbow
2018-01-03,Saints,,• Garrett Griffin,placed on ir with foot injury
2018-01-10,Saints,,• Andrus Peat,placed on ir with fractured fibula in leg
2018-01-10,Saints,,• Tony McDaniel,placed on ir with leg injury
2018-01-17,Patriots,,• Jonathan Jones,placed on ir with ankle injury
2018-02-05,Giants,,• Bobby Hart,placed on ir with ankle injury
2018-05-01,Eagles,,• Elie Bouka,placed on ir with undisclosed injury
2018-05-02,Cardinals,,• Gabe Martin,placed on ir with achilles injury
2018-05-02,Colts,,• Johnathan Calvin,placed on ir with undisclosed injury
2018-05-07,Ravens,,• Steven Moore,placed on ir with undisclosed injury
2018-05-08,Saints,,• John Theus,placed on ir with undisclosed injury
2018-05-10,Panthers,,• Foswhitt Whittaker / Fozzy Whittaker,placed on ir with torn acl in right knee
2018-05-15,Bills,,• Aaron Green,placed on ir with undisclosed injury
2018-05-15,Lions,,• Brandon Barnes (b. 1994-05-31),placed on ir with undisclosed injury
2018-05-16,Rams,,• Carlos Thompson,placed on ir with undisclosed injury
2018-05-18,Titans,,• Antwaun Woods,placed on ir with undisclosed injury
2018-05-21,Colts,,• Kolby Listenbee,placed on ir with undisclosed injury
2018-05-23,Redskins,,• Arie Kouandjio,placed on ir with quadriceps injury
2018-05-30,Colts,,• Michael Cirino,placed on ir with undisclosed injury
2018-05-31,Jaguars,,• Zach Conque,placed on ir with undisclosed injury
2018-06-04,Steelers,,• Jake McGee,placed on ir with achilles injury / knee injury
2018-06-04,Steelers,,• Jerald Hawkins,placed on ir with torn quadriceps
2018-06-06,Jets,,• Claude Pelon,placed on ir with undisclosed injury
2018-06-07,Jaguars,,• Tevaun Smith,placed on ir with undisclosed injury
2018-06-11,Bears,,• Shaq Roland,placed on ir with undisclosed injury
2018-06-12,Broncos,,• Deiontrez Mount,placed on ir with achilles injury
2018-06-12,Cardinals,,• Jonathan Owens,placed on ir with knee injury
2018-06-13,Browns,,• Howard Wilson,placed on ir with torn patellar tendon in left knee
2018-06-13,Eagles,,• Paul Worrilow,placed on ir with torn acl in right knee
2018-06-13,Giants,,• Aaron Davis,placed on ir with undisclosed injury
2018-06-15,Chiefs,,• J.D. Moore,placed on ir with undisclosed injury
2018-06-18,Buccaneers,,• Maurice Fleming / Reese Fleming,placed on ir with undisclosed injury
2018-06-18,Jaguars,,• Michael Hughes / Mike Hughes Jr.,placed on ir with undisclosed injury
2018-06-20,Vikings,,• Hercules Mata'afa,placed on ir with torn acl in knee
2018-07-24,Jaguars,,• Sean Hickey,placed on ir with undisclosed injury
2018-07-24,Lions,,• Nick Bawden,placed on ir with torn acl in right knee
2018-07-24,Patriots,,• David Jones (f),placed on ir with undisclosed injury
2018-07-26,Browns,,• Ricardo Louis,placed on ir with neck injury
2018-07-27,Cardinals,,• Praise Martin-Oguike,placed on ir with undisclosed injury
2018-07-27,Steelers,,• Trey Johnson,placed on ir with shoulder injury
2018-07-29,Giants,,• Sam Beal,placed on ir with shoulder injury
2018-07-31,Colts,,• Jared Machorro,placed on ir with undisclosed injury
2018-07-31,Cowboys,,• Cedrick Wilson Jr. / Ced Wilson,placed on ir with shoulder injury
2018-07-31,Jaguars,,• Kapron Lewis-Moore,placed on ir with undisclosed injury
2018-07-31,Rams,,• Aaron Lacombe,placed on ir with undisclosed injury
2018-07-31,Titans,,• Tye Smith,placed on ir with undisclosed injury
2018-08-01,Jaguars,,• Brandon Thomas,placed on ir with knee injury
2018-08-01,Panthers,,• Ross Cockrell,placed on ir with fractured tibia/fibula in left leg
2018-08-01,Patriots,,• Shane Wimann,placed on ir with undisclosed injury
2018-08-01,Patriots,,• Jordan Matthews,placed on ir with right hamstring injury
2018-08-02,Chargers,,• Austin Roberts,placed on ir with knee injury
2018-08-02,Chargers,,• Jason Verrett,placed on ir with torn achilles tendon
2018-08-02,Saints,,• Eldridge Massington,placed on ir with undisclosed injury
2018-08-02,Saints,,• Josh Smith (b. 1994-03-24),placed on ir with undisclosed injury
2018-08-02,Saints,,• Travin Dural,placed on ir with fractured arm
2018-08-02,Seahawks,,• Avery Young (b. 1992-11-12),placed on ir with undisclosed injury
2018-08-03,Buccaneers,,• Dalton Crossan,placed on ir with undisclosed injury
2018-08-03,Cardinals,,• Bryson Albright,placed on ir with undisclosed injury
2018-08-03,Patriots,,• Nate Theaker,placed on ir with undisclosed injury
2018-08-03,Steelers,,• Ryan Malleck,placed on ir with undisclosed injury
2018-08-03,Titans,,• Johnathan Cyprien,placed on ir with torn acl in left knee
2018-08-04,Bengals,,• Rod Taylor (b. 1994-10-26),placed on ir with knee injury
2018-08-04,Broncos,,• Kenny Bell,placed on ir with hamstring injury
2018-08-04,Jaguars,,• Kaleb Eulls,placed on ir with undisclosed injury
2018-08-04,Jets,,• Shaneil Jenkins,placed on ir with undisclosed injury
2018-08-04,Lions,,• Deontez Alexander,placed on ir with undisclosed injury
2018-08-04,Titans,,• Connor Flagel,placed on ir with undisclosed injury
2018-08-05,Rams,,• Garrett Sickels,placed on ir with undisclosed injury
2018-08-06,Chiefs,,• Tejan Koroma,placed on ir with knee injury
2018-08-06,Eagles,,• Adam Zaruba,placed on ir with undisclosed injury
2018-08-06,Packers,,• Jake Ryan,placed on ir with torn acl in right knee
2018-08-06,Saints,,• John Fullington,placed on ir with undisclosed injury
2018-08-07,Cardinals,,• A.Q. Shipley,placed on ir with torn acl in right knee / left knee
2018-08-07,Packers,,• C.J. Johnson (c),placed on ir with hamstring injury
2018-08-07,Raiders,,• Shaquille Richardson / Shaq Richardson,placed on ir with undisclosed injury
2018-08-07,Ravens,,• Jaelon Acklin,placed on ir with undisclosed injury
2018-08-07,Redskins,,• Alex McCalister,placed on ir with undisclosed injury
2018-08-07,Seahawks,,• Khalid Hill,placed on ir with shoulder injury
2018-08-07,Titans,,• Nathan Palmer (b) / Nate Palmer,placed on ir with leg injury
2018-08-08,Redskins,,• Tavaris Barnes,placed on ir with undisclosed injury
2018-08-09,Buccaneers,,• David Rivers III,placed on ir with hamstring injury
2018-08-11,Giants,,• Kristjan Sokoli,placed on ir with torn acl in knee
2018-08-11,Redskins,,• Derrius Guice,placed on ir with torn acl in left knee
2018-08-11,Redskins,,• Manasseh Garner,placed on ir with torn acl in knee
2018-08-11,Titans,,• Johnny Maxey,placed on ir with undisclosed injury
2018-08-12,Buccaneers,,• Donnie Ernsberger,placed on ir with undisclosed injury
2018-08-12,Chiefs,,• Dillon Gordon,placed on ir with shoulder injury
2018-08-12,Colts,,• Deon Cain,placed on ir with torn acl in knee
2018-08-12,Panthers,,• Damian Parms,placed on ir with shoulder injury
2018-08-12,Rams,,• Kevin Peterson (Lamont),placed on ir with torn acl in knee
2018-08-12,Redskins,,• Elijah Wellman,placed on ir with undisclosed injury
2018-08-12,Titans,,• Gimel President,placed on ir with undisclosed injury
2018-08-13,Broncos,,• Jamal Carter,placed on ir with torn hamstring
2018-08-13,Cowboys,,• Marcus Martin (b. 1993-11-29),placed on ir with torn ligament right big toe
2018-08-13,Eagles,,• Ian Park (a),placed on ir with undisclosed injury
2018-08-13,Redskins,,• Robert Davis (Jamal),placed on ir with right knee injury
2018-08-13,Steelers,,• Kyle Meadows,placed on ir with undisclosed injury
2018-08-13,Vikings,,• Nick Easton,placed on ir with neck injury
2018-08-14,Cardinals,,• Jeremy Cash,placed on ir with knee injury
2018-08-14,Steelers,,• Parker Collins,placed on ir with undisclosed injury
2018-08-15,Broncos,,• Corey Brown / Philly Brown,placed on ir with head injury
2018-08-15,Cowboys,,• Marchie Murdock,placed on ir with ankle injury
2018-08-15,Jets,,• Ben Ijalana,placed on ir with shoulder injury
2018-08-15,Raiders,,• Ahtyba Rubin,placed on ir with biceps injury
2018-08-15,Cardinals,,• Lou Young,placed on ir with hamstring injury
2018-08-16,Bills,,• Marquavius Lewis,placed on ir with ankle injury
2018-08-16,Bills,,• Zach Olstad,placed on ir with ankle injury
2018-08-16,Broncos,,• Paul Boyette Jr.,placed on ir with undisclosed injury
2018-08-17,49ers,,• Terrell Williams Jr.,placed on ir with knee injury
2018-08-17,Bears,,• Andrew Trumbetti,placed on ir with undisclosed injury
2018-08-18,Buccaneers,,• Stevie Tu'ikolovatu,placed on ir with triceps injury
2018-08-19,Browns,,• Julian Allen,placed on ir with abdominal injury
2018-08-19,Chargers,,• Jaylen Watkins,placed on ir with torn acl in right knee
2018-08-19,Redskins,,• Martez Carter,placed on ir with undisclosed injury
2018-08-20,Bills,,• Cory Carter,placed on ir with torn acl in knee
2018-08-20,Broncos,,• Menelik Watson,placed on ir with pectoral muscle injury
2018-08-20,Buccaneers,,• Drew Iddings,placed on ir with undisclosed injury
2018-08-20,Lions,,• Stefan McClure,placed on ir with undisclosed injury
2018-08-20,Lions,,• Steve Longa,placed on ir with torn acl in knee
2018-08-20,Panthers,,• Fred Ross,placed on ir with hip injury
2018-08-20,Titans,,• Kalan Reed,placed on ir with fractured foot
2018-08-20,Vikings,,• Ade Aruna,placed on ir with right knee injury
2018-08-21,Buccaneers,,• Shaheed Salmon,placed on ir with ankle injury
2018-08-21,Cowboys,,• Jameill Showers,placed on ir with torn acl in knee
2018-08-21,Giants,,• Thurston Armbrister,placed on ir with hamstring injury
2018-08-21,Jaguars,,• Don Carey,placed on ir with hamstring injury
2018-08-21,Redskins,,• Cameron Jefferson,placed on ir with undisclosed injury
2018-08-21,Vikings,,• Cedrick Lang,placed on ir with leg injury
2018-08-21,Vikings,,• Johnny Stanton,placed on ir with left knee injury
2018-08-21,Vikings,,• Josiah Price,placed on ir with knee injury
2018-08-22,Buccaneers,,• Colin Jeter,placed on ir with undisclosed injury
2018-08-22,Cowboys,,• Richard Ash (b. 1992-08-04),placed on ir with knee injury
2018-08-22,Jets,,• Jonah Trinnaman,placed on ir with undisclosed injury
2018-08-22,Raiders,,• Tevin Mitchel,placed on ir with undisclosed injury
2018-08-22,Saints,,• Rickey Jefferson,placed on ir with torn acl in knee
2018-08-22,Texans,,• Josh Thornton,placed on ir with undisclosed injury
2018-08-23,Buccaneers,,• Charles Sims III,placed on ir with knee injury
2018-08-23,Chargers,,• James Onwualu,placed on ir with groin injury
2018-08-23,Colts,,• Josh Ferguson,placed on ir with groin injury
2018-08-24,Colts,,• Matt Hazel (a),placed on ir with undisclosed injury
2018-08-24,Raiders,,• Obi Melifonwu,placed on ir with hip injury
2018-08-25,Buccaneers,,• Sergio Bailey,placed on ir with ankle injury
2018-08-25,Colts,,• Brad Kaaya,placed on ir with undisclosed injury
2018-08-26,Buccaneers,,• Jake Lampman,placed on ir with undisclosed injury
2018-08-26,Titans,,• Michael Campanaro,placed on ir with undisclosed injury
2018-08-27,Jaguars,,• Marqise Lee,placed on ir with left knee injury
2018-08-27,Jets,,• Lucky Whitehead,placed on ir with foot injury
2018-08-27,Raiders,,• Griff Whalen,placed on ir with turf toe
2018-08-27,Ravens,,• Jaleel Scott,placed on ir with hamstring injury
2018-08-28,Cardinals,,• D.J. Foster,placed on ir with knee injury
2018-08-29,Chargers,,• Zachary Crabtree,placed on ir with undisclosed injury
2018-08-29,Cowboys,,• Dustin Stanton,placed on ir with knee injury
2018-08-29,Cowboys,,• Korren Kirven,placed on ir with calf injury
2018-08-30,Lions,,• Toby Johnson,placed on ir with undisclosed injury
2018-08-30,Texans,,• Ben Heeney,placed on ir with ankle injury
2018-08-31,Lions,,• Marcus Cromartie,placed on ir with hip injury
2018-08-31,Rams,,• Morgan Fox,placed on ir with torn acl in knee
2018-08-31,Rams,,• Ryan Davis,placed on ir with undisclosed injury
2018-08-31,Ravens,,• Bennett Jackson,placed on ir with undisclosed injury
2018-08-31,Ravens,,• DeShon Elliott,placed on ir with forearm injury
2018-08-31,Ravens,,• Greg Senat,placed on ir with foot injury
2018-08-31,Ravens,,• Stanley Jean-Baptiste,placed on ir with fractured arm
2018-08-31,Saints,,• Shane Vereen,placed on ir with finger injury
2018-09-01,Bears,,• Marlon Brown (D.),placed on ir with concussion
2018-09-01,Bengals,,• Cethan Carter,placed on ir with shoulder injury
2018-09-01,Bengals,,• Matt Barkley,placed on ir with knee injury
2018-09-01,Bengals,,• Trayvon Henderson,placed on ir with knee injury
2018-09-01,Broncos,,• Jerrol Garcia-Williams,placed on ir with knee injury
2018-09-01,Broncos,,• Troy Fumagalli,placed on ir with sports hernia
2018-09-01,Buccaneers,,• Devante Bond,placed on ir with foot injury
2018-09-01,Buccaneers,,• Riley Bullough,placed on ir with foot injury
2018-09-01,Cardinals,,• Arthur Moats,placed on ir with knee injury
2018-09-01,Chargers,,• Artavis Scott,placed on ir with ankle injury
2018-09-01,Chiefs,,• Byron Pringle,placed on ir with hamstring injury
2018-09-01,Colts,,• Anthony Johnson (b. 1993-01-24),placed on ir with back injury
2018-09-01,Colts,,• Chris McCain,placed on ir with ankle injury
2018-09-01,Colts,,• Jeremiah George,placed on ir with back injury
2018-09-01,Colts,,• Ross Travis,placed on ir with knee injury
2018-09-01,Giants,,• Nick Becton,placed on ir with ankle injury
2018-09-01,Giants,,• Nick Gates,placed on ir with foot injury
2018-09-01,Jaguars,,• Kenneth Acker,placed on ir with ankle injury
2018-09-01,Lions,,• Zach Zenner,placed on ir with back injury
2018-09-01,Panthers,,• Elijah Hood,placed on ir with knee injury
2018-09-01,Panthers,,• Jeremiah Sirles,placed on ir with hamstring injury
2018-09-01,Panthers,,• Kevon Seymour,placed on ir with shoulder injury
2018-09-01,Patriots,,• Braxton Berrios,placed on ir with undisclosed injury
2018-09-01,Patriots,,• Christian Sam,placed on ir with ankle injury
2018-09-01,Patriots,,• Isaiah Wynn,placed on ir with achilles injury
